topic,words,scores
topic_9,13_of_regulation,0.4640156004090319
topic_9,germplasm,0.4562358783912413
topic_9,variety,0.4405139069608323
topic_9,protect_variety,0.438691203499507
topic_9,national_seed,0.4089296362513621
topic_10,synthetic_biology,0.3712735294017461
topic_10,paulescu,0.3383798720286485
topic_10,stem_cell,0.3327167777591504
topic_10,stem_cell_biotechnological,0.3286219471665826
topic_10,romanian,0.29645572956486416
topic_10,geneedite_crop,0.2937191913201795
topic_10,human_embryo,0.2842725100765388
topic_10,romanian_scientist,0.2794512742614837
topic_10,paulescus,0.2794512742614837
topic_10,gene_editing,0.27056452103079837
topic_11,indian_pharmaceutical,0.6108259888835655
topic_11,india,0.39149811437794885
topic_11,postgraduate_student,0.36962083136253315
topic_11,bangladesh,0.3521241886725475
topic_11,1995,0.34400381296600585
topic_11,trips_compliance,0.3438759956427837
topic_11,processfocused_intellectual,0.34382866416933
topic_11,regime_enjoy,0.34382866416933
topic_11,indian,0.33390709322999296
topic_11,strategic_choice,0.3298950960372281
topic_12,tppa,0.4846817206368843
topic_12,homeopathic,0.4588884776714891
topic_12,linkage_system,0.42788806055963546
topic_12,deposit,0.4197745172638515
topic_12,health_of_citizen,0.40080362954977883
topic_12,illicit_drug,0.3946535915658621
topic_12,term_homeopathy,0.3911966714686834
topic_12,ldc,0.35811023367918343
topic_12,chile,0.3563272202071082
topic_12,bottleneck_of_analytical,0.3426184962715435
topic_13,ppmv,0.5314703696298575
topic_13,nigeria,0.5227287701653566
topic_13,malaria,0.45710923479711857
topic_13,ppmvs,0.44495442945222985
topic_13,artemisininbased_combination,0.43060979418687556
topic_13,malaria_treatment,0.40619489396505604
topic_13,mrdt,0.3770567703066988
topic_13,fever,0.37221117935399645
topic_13,intervention,0.3465085578052078
topic_13,95_ci,0.3381701960568283
topic_14,land,0.47224952821049265
topic_14,pesticide,0.3712807664351945
topic_14,crop_protection,0.36117599675861245
topic_14,yoruba,0.35202085671042965
topic_14,afbe,0.35202085671042965
topic_14,law_201301,0.35202085671042965
topic_14,np,0.3458088525974262
topic_14,afme,0.3323874159454533
topic_14,coformulant,0.3323874159454533
topic_14,hrm,0.3201373413428406
topic_15,surface,0.23300045742075548
topic_15,corrosion,0.2312702571128693
topic_15,coating,0.2253574420703202
topic_15,sensor,0.2207687126091459
topic_15,bracket,0.21609397788737175
topic_15,water,0.20826930819400863
topic_15,quantum,0.20744535834602146
topic_15,temperature,0.20297826101515393
topic_15,damper,0.20278728047943578
topic_15,prototype,0.20267505880405168
topic_16,tkdl,0.5508148111311654
topic_16,folklore,0.49776382399728825
topic_16,icar,0.45021118546113353
topic_16,traditional_knowledge,0.4410300613338019
topic_16,digital_library,0.4238915430652089
topic_16,white_collar_crime,0.42022534790983773
topic_16,white_collar,0.42022534790983773
topic_16,socioeconomic_offence,0.42022534790983773
topic_16,indian,0.4130713865835372
topic_16,protect_expression,0.4061621689168643
topic_17,corporate_green,0.7615196548173468
topic_17,institutional_investor_communication,0.7506132608221135
topic_17,green_innovation,0.6844691894128606
topic_17,major_customer,0.6163080091531058
topic_17,customer_concentration,0.6163080091531058
topic_17,banker_director,0.6163080091531058
topic_17,csr,0.582435317212461
topic_17,cepi,0.5442520541196776
topic_17,esg_rating,0.5442520541196776
topic_17,promote_corporate,0.5341418818677641
topic_18,parasite,0.37218190599758866
topic_18,infection,0.3491646778384665
topic_18,chmi,0.31970927640063
topic_18,vaccination,0.30720118503985283
topic_18,infect,0.28313611438115965
topic_18,abortion,0.27780748943409594
topic_18,prepatent_period,0.27130369963421086
topic_18,vaccine,0.26937104808837
topic_18,malaria,0.26353137419073913
topic_18,mosquito,0.2570348260722133
topic_19,racial_ethnic,0.3915042904925778
topic_19,gs,0.3915042904925778
topic_19,arv_drug,0.3909503170180758
topic_19,ethnicity,0.3860474325784735
topic_19,participant_enrol,0.3699760536348745
topic_19,pediatric_exclusivity,0.3699760536348745
topic_19,cancer_drug,0.36108748736564233
topic_19,cigarette,0.35674825822452505
topic_19,generic_authorise,0.3447046823498286
topic_19,mhpaea_associate,0.3447046823498286
topic_20,antibody,0.48854613713975364
topic_20,1498,0.47200873031716123
topic_20,biosimilar_developer,0.4182041479153286
topic_20,hhs_secretary,0.4182041479153286
topic_20,genetic_testing,0.4046052560396592
topic_20,epitope,0.3915638330891935
topic_20,york_times,0.3823795066329827
topic_20,naturally_occur,0.34547058835264804
topic_20,epitope_mapping,0.3354969612546358
topic_20,mabs,0.3354969612546358
topic_21,generic_entry,0.333753091624653
topic_21,insulin_product,0.33211141613867023
topic_21,nih_funding,0.2892387839823288
topic_21,drug_registration,0.2892387839823288
topic_21,pharmaceutical_expenditure,0.27896116790393877
topic_21,authorize_generic_drug,0.2779117272109994
topic_21,drugpatentwatch,0.2779117272109994
topic_21,competitive_pricing,0.2779117272109994
topic_21,product_approve,0.2779117272109994
topic_21,local_formulary,0.2779117272109994
topic_22,electric_vehicle,0.331970778433707
topic_22,catalytic_converter,0.3118815671534092
topic_22,ev,0.28788210627787864
topic_22,renewable_energy_industry,0.28788210627787864
topic_22,carbon_footprint,0.28788210627787864
topic_22,combustion_engine,0.28788210627787864
topic_22,beach,0.28788210627787864
topic_22,energy,0.28603144458552815
topic_22,vehicle,0.2795144177952377
topic_22,grid,0.27864502664038543
topic_23,vaccine,0.4042885094213832
topic_23,covid19,0.39210214055225034
topic_23,covid19_vaccine,0.38115263075949374
topic_23,covid19_pandemic,0.36611575831418136
topic_23,parallel_import,0.3659845595792736
topic_23,covax_facility,0.36131399501920297
topic_23,condition_of_covid19,0.36131399501920297
topic_23,global_vaccine,0.3554819322969263
topic_23,coronavirus_pandemic,0.32292141623639853
topic_23,compel_sharing,0.3166610969275458
topic_24,vaccine,0.5290981220238532
topic_24,medical_countermeasure,0.5193701230249673
topic_24,pandemic,0.43588635172374485
topic_24,policymaker_wrestle,0.38135924246606834
topic_24,twopronged_solution,0.38135924246606834
topic_24,medical_ai,0.38135924246606834
topic_24,failure_drive,0.38135924246606834
topic_24,feat_foster,0.38135924246606834
topic_24,seemingly_impossible,0.38135924246606834
topic_24,comprehensive_compulsory,0.38135924246606834
topic_25,environmental_regulation,0.48066695518052316
topic_25,green_technology,0.46345298364945897
topic_25,green,0.39381135053756267
topic_25,environmental,0.3783739258165756
topic_25,green_innovation,0.37070040445802205
topic_25,environmental_protection,0.35867732841725836
topic_25,enterprise,0.35618158436747305
topic_25,enterprise_green,0.3263748402685544
topic_25,global_green,0.31969648926667443
topic_25,green_utility,0.3078785722023829
topic_26,energy_industry,0.49004674339379756
topic_26,dige,0.47343797443506275
topic_26,city,0.46454718437012493
topic_26,transport_development,0.4549806883129214
topic_26,tee,0.4400633522051629
topic_26,ecigarette_industry,0.43419670979688235
topic_26,talent_war,0.43419670979688235
topic_26,ecigarette,0.43419670979688235
topic_26,au_model,0.41037924611037857
topic_26,permeable_pavement,0.41037924611037857
topic_27,waterrelated_patent,0.49162389284519276
topic_27,south_korea,0.41509743385530845
topic_27,internalisation,0.41318721631488214
topic_27,oled_technology,0.41318721631488214
topic_27,internal_knowledge,0.3928864406744332
topic_27,kim,0.3925839324069066
topic_27,snu,0.37746070047390573
topic_27,chip_industry,0.37746070047390573
topic_27,chinese_oled,0.37746070047390573
topic_27,translation_difficulty,0.37746070047390573
topic_28,list_firm,0.47473532794870477
topic_28,subsidy_program,0.4727720245667444
topic_28,upper_quantile,0.44119822641296513
topic_28,unused_trademark,0.44119822641296513
topic_28,firms_current,0.427555077978112
topic_28,international_competitiveness,0.42453359849099825
topic_28,statutory_damage,0.41509004149290474
topic_28,trademark_registration,0.4043572558791308
topic_28,manufacturing_industry,0.39561084970073596
topic_28,sipo,0.3936561700940268
topic_29,brand_drug,0.42859100927131616
topic_29,settlement,0.4199444234517934
topic_29,stay_period,0.4064745108160594
topic_29,generic,0.3903594187193593
topic_29,generic_manufacturer,0.37616541287363053
topic_29,deter_generic,0.37143224718015383
topic_29,paragraph_iv,0.36026841046247354
topic_29,entry,0.35566223025932625
topic_29,brand_manufacturer,0.3535362033237621
topic_29,actavis_inference,0.3503135721430263
topic_30,human_gene,0.4487776654956411
topic_30,chinese_scholar,0.4253240049226196
topic_30,traditional_medical,0.4117209533777182
topic_30,china,0.411587829439048
topic_30,gene,0.40108237758680504
topic_30,fourth_amendment,0.39573022705964345
topic_30,transnational_law,0.3920977828278176
topic_30,access_of_hesc,0.37302574714292397
topic_30,unique_response,0.37302574714292397
topic_30,chinese,0.36563927725950035
topic_31,digital_economy,0.4019489381747093
topic_31,cloud_computing,0.3682229956134074
topic_31,chinas,0.362517366579045
topic_31,real_estate,0.3434588158054124
topic_31,ich,0.3187604608810682
topic_31,china,0.31003685044506063
topic_31,chinas_ofdi,0.30579797999686265
topic_31,asi,0.29945658622101357
topic_31,ofdi,0.29118142611081116
topic_31,offshore_wind_power,0.29117546522550075
topic_32,kinematic,0.41512861505469995
topic_32,unb,0.41504493656772334
topic_32,airway_protection,0.4091636396520097
topic_32,periungual_wart,0.4004658528036349
topic_32,nasal,0.38756203890172614
topic_32,tongue,0.38756203890172614
topic_32,swallow,0.38711536964142584
topic_32,rln_lesion,0.38667138669700984
topic_32,ve,0.3755910553145784
topic_32,nostril,0.37372970562728774
topic_33,patient,0.3603739608071719
topic_33,artery,0.34918903121050543
topic_33,aneurysm,0.3399183118291232
topic_33,graft,0.3178741333803917
topic_33,patient_undergo,0.31634797721806696
topic_33,rao,0.293354952439172
topic_33,stent,0.29140329415762883
topic_33,stroke,0.2835541359602814
topic_33,postoperative,0.26608821579867736
topic_33,surgery,0.26478675720492917
topic_34,digital_health,0.3515675510497565
topic_34,detailing,0.3099115143040885
topic_34,health,0.3029944135787232
topic_34,physician,0.2874218163337591
topic_34,health_care,0.28549684289646104
topic_34,lrss,0.27173738103673134
topic_34,therapeutic_hazard,0.27173738103673134
topic_34,quack_medicine,0.27173738103673134
topic_34,healthcare,0.26792329959716416
topic_34,cardiovascular_drug,0.26215287385572245
topic_35,cell,0.3600688399920158
topic_35,gc,0.3495164778159955
topic_35,snhg6,0.3491994092792066
topic_35,nsclc,0.33670911840270823
topic_35,crc,0.33670911840270823
topic_35,nucleatum,0.32290087006319307
topic_35,escc,0.32290087006319307
topic_35,mibc,0.32290087006319307
topic_35,rbm8a,0.32290087006319307
topic_35,expression,0.3141051325717188
topic_36,pathway,0.30348630316470365
topic_36,network_pharmacology,0.275440231365915
topic_36,traditional_chinese_medicine,0.26399004217869376
topic_36,ftz,0.26268170732414997
topic_36,rat,0.262213645261693
topic_36,molecular_docking,0.2555160045387069
topic_36,hxzqol,0.2523972165068687
topic_36,phthalate,0.2523972165068687
topic_36,signaling_pathway,0.2499509807201065
topic_36,active_compound,0.24833499752160393
topic_37,university,0.40426519970113284
topic_37,academic,0.2982955587320242
topic_37,academic_scientist,0.2808360713004046
topic_37,university_patenting,0.270128565030148
topic_37,academic_spinoff,0.2606652469210502
topic_37,university_researcher,0.2595466517074959
topic_37,commercialization_of_academic,0.24913748061665852
topic_37,science,0.24455402141005045
topic_37,universityindustry_collaboration,0.23784433544849573
topic_37,st,0.23781187022659508
topic_38,followon_pharmaceutical,0.4030570924493738
topic_38,product_hopping,0.36338946806951444
topic_38,insulin,0.35313099827787897
topic_38,pharmacoeconomic_evaluation,0.35126879228624847
topic_38,sham_exception,0.35126879228624847
topic_38,personalised_medicine,0.35126879228624847
topic_38,drug_discovery,0.34204159672419343
topic_38,nipt,0.3390712184817094
topic_38,injectable_product,0.3200387778209699
topic_38,market_narrative,0.3200387778209699
topic_39,biosimilar,0.7091273177691927
topic_39,biologic,0.5390049569767627
topic_39,patent_thicket,0.422783530771459
topic_39,belgian,0.41823418999145756
topic_39,biologic_biosimilar,0.41574766788860673
topic_39,reference_product,0.4124936562081988
topic_39,biosimilar_manufacturer,0.37456462235990173
topic_39,brand_biologic,0.3526223996804894
topic_39,original_biologic,0.3526223996804894
topic_39,live_cell,0.3526223996804894
topic_40,stock_price,0.5617394636999142
topic_40,datum_breach,0.5325034623280773
topic_40,crash_risk,0.5325034623280773
topic_40,bounty,0.48806862688150704
topic_40,bounty_claim,0.48806862688150704
topic_40,aia,0.4345613983595997
topic_40,forefront_of_conversation,0.42952917018155984
topic_40,maintain_viable,0.42952917018155984
topic_40,entity_attempt,0.42952917018155984
topic_40,legal_maze,0.42952917018155984
topic_41,disclosure,0.46388223257446126
topic_41,cvc_funding,0.46110982623690544
topic_41,trade_secret,0.43636454924280893
topic_41,disclosure_obligation,0.4356916044195137
topic_41,disclose_knowledge,0.4180830055699691
topic_41,secrecy,0.4075258460082664
topic_41,standard_nondisclosure,0.40586502195183904
topic_41,gsd,0.40586502195183904
topic_41,concept_learning,0.40586502195183904
topic_41,extend_nondisclosure,0.40586502195183904
topic_42,trademark,0.43124531193739973
topic_42,conceptual_separability,0.3972692502795652
topic_42,tm_logo,0.3972692502795652
topic_42,stable_outcome,0.3972692502795652
topic_42,transfer_learning,0.3845339463017352
topic_42,protect_consumer,0.3822744270406941
topic_42,video_game,0.3750781783875538
topic_42,registration,0.3691219254787136
topic_42,trademark_owner,0.36325919708314147
topic_42,mark,0.3567086586374278
topic_43,patentable_subject,0.5135661432608373
topic_43,supreme_courts,0.4401121819024814
topic_43,technological_neutrality,0.42948196771418734
topic_43,principle_of_neutrality,0.42948196771418734
topic_43,personal_genomic,0.42948196771418734
topic_43,sequence_datum,0.42948196771418734
topic_43,matter_jurisprudence,0.42948196771418734
topic_43,software,0.4115057193731358
topic_43,tcm,0.4054869287652869
topic_43,neutrality,0.39931360674385097
topic_44,halfcausation,0.5634029630485675
topic_44,suigenericide,0.4865149519096822
topic_44,soft_ip,0.4604973486017474
topic_44,firsttofile,0.4467376421089465
topic_44,philosophical_model,0.42982569355281697
topic_44,alternative_nearby,0.42982569355281697
topic_44,imaginary,0.4295956895616929
topic_44,copyright_trademark,0.41848822546115666
topic_44,firsttoinvent,0.39979399162980345
topic_44,life_table,0.3922996083505765
topic_45,computer_program,0.27432055006589523
topic_45,bulletproof_vest,0.23157113987970188
topic_45,chomsky,0.23157113987970188
topic_45,intellectual,0.223922875257224
topic_45,source_code,0.2125049693306114
topic_45,registry,0.21020964936702066
topic_45,physicalism,0.1968862362257266
topic_45,property,0.19166217233272284
topic_45,properly,0.1912855601647976
topic_45,g20,0.1883428946126243
topic_46,tariff,0.4062324016446643
topic_46,international_trade,0.3538865207915546
topic_46,trade,0.3522073408549249
topic_46,bilateral_trade,0.3458994477981643
topic_46,trade_agreement,0.3429216205918866
topic_46,national_flexibility,0.34022750446541333
topic_46,international_criminal,0.34022750446541333
topic_46,deportation,0.32090565439725194
topic_46,parallel_trade,0.30379490731428366
topic_46,object_purpose,0.2983339876856461
topic_47,technical_feature,0.3024662204530108
topic_47,grantback_clause,0.299660006490891
topic_47,solicitor,0.28911881203292733
topic_47,boundary_screen,0.2814741735788676
topic_47,administrative_procedural,0.2814741735788676
topic_47,authorship_screen,0.2814741735788676
topic_47,designs_patents,0.2694225628002574
topic_47,copyright,0.2663898140710028
topic_47,copyright_law,0.26257890371915416
topic_47,17_usc,0.25598855800284204
topic_48,finland,0.48295596369901556
topic_48,journal,0.44468449338292093
topic_48,examination_outcome,0.44222682544386244
topic_48,indicator_sjr,0.4253985913393956
topic_48,patentlevel,0.4253985913393956
topic_48,commercialization_speed,0.4253985913393956
topic_48,illustrate_substantial,0.4253985913393956
topic_48,unanticipated_reversal,0.4253985913393956
topic_48,propose_broadening,0.4253985913393956
topic_48,aspect_of_journal,0.4253985913393956
topic_49,claim_construction,0.40694605012385276
topic_49,postaipa,0.37740742783939796
topic_49,parent_application,0.37740742783939796
topic_49,central_claiming,0.3615559073899673
topic_49,accession,0.3138876990257842
topic_49,claim,0.3129544986306112
topic_49,103,0.309621553748167
topic_49,technological_geographical,0.30938198985926935
topic_49,patent_assertion,0.30642486806741337
topic_49,aipa,0.30444360107094715
topic_50,technical_phrase,0.43524396075157223
topic_50,keyword,0.3993757237070306
topic_50,query,0.3731603639676919
topic_50,knowledge_exploration,0.36203449119177455
topic_50,deep_learning,0.3494987739737346
topic_50,topic_change,0.3416587869802353
topic_50,candidate_phrase,0.31782394175058254
topic_50,text_mining,0.3160403978200605
topic_50,prior_art,0.2954657525281987
topic_50,weight,0.29390490752880366
topic_51,supplier,0.21285100584635047
topic_51,park,0.203586779295737
topic_51,learning,0.20235609123616097
topic_51,organizational_performance,0.19726465849203528
topic_51,emotional_behavioral,0.19726465849203528
topic_51,appropriability_mechanism,0.19672779203166774
topic_51,innovation_performance,0.1962570186391881
topic_51,firm,0.1953291334590017
topic_51,entrepreneurship,0.19298479293853998
topic_51,follower,0.18931682824816964
topic_52,ith_region,0.38145781329043515
topic_52,incumbent,0.36812778443038024
topic_52,maximize,0.34232803728364364
topic_52,core_competence,0.33417347861993413
topic_52,cross_licensing,0.33417347861993413
topic_52,evaluation_purpose,0.33417347861993413
topic_52,trust_equity,0.33417347861993413
topic_52,legal_sphere,0.33417347861993413
topic_52,costreduce_innovation,0.31594527415260765
topic_52,trust,0.3093691025604163
topic_53,pledge,0.42522543451157485
topic_53,external_patent_attorney,0.4161080109357037
topic_53,human_inventorship,0.34712784935880386
topic_53,evaluation_process,0.3368317658757829
topic_53,filing_strategy,0.3151439506387163
topic_53,knowledge_adaptability,0.3151439506387163
topic_53,knowledge_adaptation,0.3151439506387163
topic_53,foresight_bias,0.3151439506387163
topic_53,interface,0.31030196286843503
topic_53,planning,0.30641568943850434
topic_54,federal_circuit,0.3068282325887565
topic_54,judge,0.2788538068080341
topic_54,court,0.270942851179522
topic_54,supreme_court,0.2658631007743105
topic_54,district_court,0.2638753945878416
topic_54,courts,0.2529016709828071
topic_54,litigation,0.24496003840349098
topic_54,adjudication,0.23334773686017732
topic_54,plaintiff,0.22983867877889425
topic_54,administrative_law,0.22911971706077505
topic_55,patent_schism,0.38477888443908836
topic_55,hybrid_pae,0.38170700519041256
topic_55,hybrid_paes,0.2991848341340672
topic_55,lowvalue,0.2933765488018577
topic_55,pto,0.2910111721706239
topic_55,patent_privateer,0.2899684424428015
topic_55,nuisance,0.27613610493850355
topic_55,newuse_patent,0.2721901069935371
topic_55,litigate,0.2721641502808716
topic_55,earlystage,0.26689323147035554
topic_56,ip_commercialisation,0.3776762198805359
topic_56,export,0.3390212194804591
topic_56,ip_treaty,0.3187194126358
topic_56,exporter,0.30734308896629725
topic_56,knowhow_reputation,0.3031015054712752
topic_56,key_laboratory,0.3031015054712752
topic_56,technology_purchase,0.3031015054712752
topic_56,georgia,0.2919450999264614
topic_56,human_resource,0.28927182206539553
topic_56,foreign_direct_investment,0.28274679158688704
topic_57,legal_form,0.38350344596463015
topic_57,source_disclosure,0.3564807224808983
topic_57,debt_financing,0.3454363382313543
topic_57,female_male,0.33227712176585095
topic_57,low_capital,0.31834067366035496
topic_57,um,0.30900168447094867
topic_57,startup,0.3016366620380864
topic_57,expenditure_disclosure,0.2850827067100314
topic_57,innovative_firm,0.2831242635817493
topic_57,asymmetry,0.2737230215114731
topic_58,strong_debtor,0.6454190506780051
topic_58,reasonability,0.5324403398498618
topic_58,employee_representation,0.49822896453958715
topic_58,external_financing,0.4954228213718252
topic_58,leisure_time,0.45608276261051456
topic_58,local_employee,0.4398875921077047
topic_58,employment_protection,0.4285548141298117
topic_58,institutional_complementarity,0.40075129824166245
topic_58,decrease_availability,0.40075129824166245
topic_58,dismissal_restriction,0.40075129824166245
topic_59,subsidy,0.6213145558035184
topic_59,corporate_tax,0.5560466751008172
topic_59,monetary_policy,0.5231129714330246
topic_59,growth_welfare,0.5052982622939738
topic_59,patent_breadth,0.48780686425040237
topic_59,inequality,0.4789809275600464
topic_59,economic_growth,0.4755174358362361
topic_59,inflation,0.47223359993719183
topic_59,quality_step,0.45028871986231495
topic_59,welfaremaximize,0.4348832931580545
topic_60,ipr_protection,0.3060572344000777
topic_60,ipr,0.3057612185050068
topic_60,intercultural_proximity,0.3040450743333495
topic_60,country_image,0.28650459198928935
topic_60,social_fragmentation,0.28650459198928935
topic_60,south,0.27419508490350253
topic_60,country,0.26612530481358954
topic_60,mnes,0.2636482010655015
topic_60,ntpu,0.2543681750931579
topic_60,immigrant_inventor,0.2543681750931579
topic_61,cash_holding,0.6176585130281156
topic_61,foreign_subsidiary,0.4820376334224839
topic_61,absorptive_capacity,0.4726294281983351
topic_61,cbas,0.44908138203152304
topic_61,foreign_cash,0.44908138203152304
topic_61,antidumpe_investigation,0.44908138203152304
topic_61,realize_absorptive,0.44908138203152304
topic_61,subsidiary_board,0.44908138203152304
topic_61,expatriate_ceo,0.44908138203152304
topic_61,institutional_dynamic,0.4269353103529734
